image_id,image_filename,image_path,xml_filename,xml_path,license_number,state_code,width,height,depth,xmin,xmax,ymin,ymax,xml_license_number,status
PY1,PY1.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\PY1.jpg,PY1.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\PY1.xml,PY01Q7947,PY,272,363,3,97,172,282,299,PY01Q7947,OK
JK9,JK9.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\JK9.jpg,JK9.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\JK9.xml,JK02CD0461,JK,266,332,3,79,159,221,240,JK02CD0461,OK
GJ6,GJ6.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\GJ6.jpg,GJ6.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\GJ6.xml,GJ06FK2977,GJ,272,204,3,95,177,150,168,GJ06FK2977,OK
SK9,SK9.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\SK9.jpg,SK9.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\SK9.xml,SK01T8791,SK,272,363,3,96,190,306,326,SK01T8791,OK
OD15,OD15.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\OD15.jpg,OD15.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\OD15.xml,OD05Y5787,OD,268,109,3,110,171,56,72,OD05Y5787,OK
MP2,MP2.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\MP2.jpg,MP2.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\MP2.xml,MP04CL8840,MP,207,153,3,39,99,126,142,MP04CL8840,OK
AR9,AR9.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AR9.jpg,AR9.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AR9.xml,AR01E1034,AR,272,363,3,99,188,267,286,AR01E1034,OK
UP11,UP11.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\UP11.jpg,UP11.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\UP11.xml,UP53AK1161,UP,272,363,3,92,169,260,275,UP53AK1161,OK
GJ15,GJ15.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\GJ15.jpg,GJ15.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\GJ15.xml,GJ01HS1902,GJ,272,204,3,104,164,148,163,GJ01HS1902,OK
JH18,JH18.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\JH18.jpg,JH18.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\JH18.xml,JH05S3291,JH,272,363,3,121,169,278,293,JH05S3291,OK
MH8,MH8.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\MH8.jpg,MH8.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\MH8.xml,MH02DN7410,MH,272,204,3,103,172,151,172,MH02DN7410,OK
TS11,TS11.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\TS11.jpg,TS11.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\TS11.xml,TS08FZ8298,TS,271,326,3,135,197,223,248,TS08FZ8298,OK
JK12,JK12.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\JK12.jpg,JK12.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\JK12.xml,JK01AD3147,JK,268,328,3,106,180,241,259,JK01AD3147,OK
PY16,PY16.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\PY16.jpg,PY16.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\PY16.xml,PY01BU2406,PY,272,204,3,103,168,164,178,PY01BU2406,OK
AP25,AP25.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AP25.jpg,AP25.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AP25.xml,AP26AM1260,AP,272,363,3,90,173,250,267,AP26AM1260,OK
AP34,AP34.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AP34.jpg,AP34.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AP34.xml,AP37EJ2277,AP,267,94,3,98,183,7,22,AP37EJ2277,OK
CH2,CH2.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\CH2.jpg,CH2.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\CH2.xml,CH01BL3528,CH,272,204,3,109,189,140,160,CH01BL3528,OK
CH10,CH10.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\CH10.jpg,CH10.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\CH10.xml,CH01AB4559,CH,272,503,3,81,175,301,321,CH01AB4559,OK
RJ10,RJ10.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\RJ10.jpg,RJ10.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\RJ10.xml,RJ14CM3730,RJ,272,363,3,98,175,277,295,RJ14CM3730,OK
JH13,JH13.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\JH13.jpg,JH13.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\JH13.xml,JH01AM2354,JH,270,332,3,108,181,231,247,JH01AM2354,OK
KA10,KA10.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\KA10.jpg,KA10.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\KA10.xml,KA04MG7528,KA,272,250,3,98,172,165,184,KA04MG7528,OK
AS24,AS24.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AS24.jpg,AS24.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AS24.xml,AS23G2612,AS,272,539,3,90,183,343,366,AS23G2612,OK
GA2,GA2.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\GA2.jpg,GA2.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\GA2.xml,GA08M0184,GA,272,590,3,99,200,299,328,GA08M0184,OK
AN5,AN5.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AN5.jpg,AN5.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AN5.xml,AN01L6155,AN,272,342,3,150,205,244,256,AN01L6155,OK
OD10,OD10.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\OD10.jpg,OD10.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\OD10.xml,OD05K6964,OD,272,363,3,91,181,244,262,OD05K6964,OK
ML14,ML14.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\ML14.jpg,ML14.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\ML14.xml,ML10B9308,ML,272,369,3,135,205,17,37,ML10B9308,OK
AP15,AP15.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AP15.jpg,AP15.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AP15.xml,AP28AT5333,AP,272,363,3,93,203,240,260,AP28AT5333,OK
TS16,TS16.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\TS16.jpg,TS16.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\TS16.xml,TS07HM2684,TS,272,577,3,9,92,318,417,TS07HM2684,OK
JH9,JH9.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\JH9.jpg,JH9.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\JH9.xml,JH01BU9956,JH,272,153,3,114,169,140,153,JH01BU9956,OK
WB3,WB3.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\WB3.jpg,WB3.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\WB3.xml,WB70G3763,WB,272,204,3,94,171,146,163,WB70G3763,OK
AP10,AP10.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\AP10.jpg,AP10.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\AP10.xml,AP39E1493,AP,272,423,3,111,188,267,284,AP39E1493,OK
JK18,JK18.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\JK18.jpg,JK18.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\JK18.xml,JK1182360,JK,272,604,3,96,164,359,377,JK1182360,OK
CH5,CH5.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\CH5.jpg,CH5.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\CH5.xml,CH01AP4538,CH,272,204,3,112,178,171,185,CH01AP4538,OK
UK4,UK4.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\UK4.jpg,UK4.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\UK4.xml,UP23K0008,UP,272,606,3,89,180,348,368,UP23K0008,OK
LA1,LA1.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\LA1.jpg,LA1.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\LA1.xml,LA020749,LA,272,363,3,79,144,183,203,LA020749,OK
TS13,TS13.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\TS13.jpg,TS13.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\TS13.xml,TS15ES0894,TS,272,363,3,88,198,233,261,TS15ES0894,OK
DL34,DL34.jpg,dataset\NumberPlate_Annotated_Dataset-main\Images\DL34.jpg,DL34.xml,dataset\NumberPlate_Annotated_Dataset-main\Labels\DL34.xml,DL8CNA5085,DL,272,188,3,159,213,144,173,DL8CNA5085,OK
